adhesivity,particle_size,avg_retained_particles_throughput_100,time_throughput_100,ratio,n
0.5,0.04,0.6434390182810177,148.89848070655287,0.006426292260397056,0.1
0.55,0.04,0.6771459334612422,154.18183057317125,0.006237851474036069,0.1
0.6,0.04,0.7076472135426075,159.80580805496717,0.006044899997937862,0.1
0.65,0.04,0.73524954910072,165.92859470599944,0.005844161940488306,0.1
0.7,0.04,0.7602301145066113,172.7861860533086,0.005630999495618951,0.1
0.75,0.04,0.7828394230354436,180.74288186520616,0.005398909730942623,0.1
0.8,0.04,0.8033039140821572,190.41012113504462,0.005138045655428034,0.1
0.85,0.04,0.8218282717258852,202.9474937335996,0.004831638300792718,0.1
0.9,0.04,0.8385975297307955,221.12495341384476,0.004443422434888283,0.1
0.0,0.05,0.0,99.99999999999997,0.0,0.1
0.05,0.05,0.12587817469369167,106.26567205441751,0.007648954024298899,0.1
0.1,0.05,0.20898264652756693,112.67367764569015,0.007589069894357119,0.1
0.15,0.05,0.28413880000065506,119.20814073202843,0.007396855586552528,0.1
0.2,0.05,0.3521111983041745,125.87416091067705,0.007157006229180539,0.1
0.25,0.05,0.4135906004784775,132.6953378839287,0.006899242360829022,0.1
0.3,0.05,0.4692009553957779,139.71317569644754,0.0066358800090705215,0.1
0.35,0.05,0.5195058939277203,147.00538953725723,0.006371266784267514,0.1
0.4,0.05,0.565014598521041,154.67516079813626,0.006106401987441023,0.1
0.45,0.05,0.6061870947654305,162.9132385268621,0.005838540425891908,0.1
0.5,0.05,0.6434390173915863,171.979178887524,0.0055638430198747,0.1
