adhesivity,particle_size,n
0.3,0.04,2.92
0.3,0.05,2.92
0.3,0.06,2.92
0.3,0.07,2.92
0.3,0.08,2.92
0.3,0.09,2.92
0.3,0.1,2.92
0.3,0.03,2.93
0.3,0.04,2.93
0.3,0.05,2.93
0.3,0.06,2.93
0.3,0.07,2.93
0.3,0.08,2.93
0.3,0.09,2.93
0.3,0.1,2.93
0.3,0.03,2.94
0.3,0.04,2.94
0.3,0.05,2.94
0.3,0.06,2.94
0.3,0.07,2.94
0.3,0.08,2.94
0.3,0.09,2.94
0.3,0.1,2.94
0.3,0.03,2.95
0.3,0.04,2.95
0.3,0.05,2.95
0.3,0.06,2.95
0.3,0.07,2.95
0.3,0.08,2.95
0.3,0.09,2.95
0.3,0.1,2.95
0.3,0.03,2.96
0.3,0.04,2.96
0.3,0.05,2.96
0.3,0.06,2.96
0.3,0.07,2.96
0.3,0.08,2.96
0.3,0.09,2.96
0.3,0.1,2.96
0.3,0.03,2.97
0.3,0.04,2.97
0.3,0.05,2.97
0.3,0.06,2.97
0.3,0.07,2.97
0.3,0.08,2.97
0.3,0.09,2.97
0.3,0.1,2.97
0.3,0.03,2.98
0.3,0.04,2.98
0.3,0.05,2.98
0.3,0.06,2.98
0.3,0.07,2.98
0.3,0.08,2.98
0.3,0.09,2.98
0.3,0.1,2.98
0.3,0.03,2.99
0.3,0.04,2.99
0.3,0.05,2.99
0.3,0.06,2.99
0.3,0.07,2.99
0.3,0.08,2.99
0.3,0.09,2.99
0.3,0.1,2.99
